Date,Open,High,Low,Close,Volume,,,,,,
30-08-2004,461.1,468.4,461.1,467.2,3505532,,,,,,
31-08-2004,468.05,476.85,468.05,475.65,5302862,,,,,,
01-09-2004,475.65,479.4,474.1,476,3291221,,,,,,
02-09-2004,475,478,470.7,471.95,3740681,,,,,,
03-09-2004,472.8,474.9,468.6,473.8,3916033,,,,,,
06-09-2004,475.1,479.9,474.55,477.1,2841830,,,,,,
07-09-2004,476.1,486.35,476.1,484.75,6308950,,,,,,
08-09-2004,487,487,481.1,482.7,4137602,,,,,,
09-09-2004,486.8,487.4,481.3,485.7,5137421,,,,,,
10-09-2004,485,488.75,482.15,487.85,2856105,,,,,,
13-09-2004,490.9,494.8,485.2,490.95,4421073,,,,,,
14-09-2004,491.5,492.85,483.75,486.35,3581496,,,,,,
15-09-2004,486.95,491.8,484.4,487.65,3329704,,,,,,
16-09-2004,488.5,491.8,482.75,490.85,3430240,,,,,,
17-09-2004,495.55,510,495.15,509.15,8296053,,,,,,
20-09-2004,512,512,500.05,502.05,4526308,,,,,,
21-09-2004,501,509,497.6,507.5,5054375,,,,,,
22-09-2004,506,506.5,500.15,503.45,5758326,,,,,,
23-09-2004,501,503.8,498,500.05,4947611,,,,,,
24-09-2004,500,506.75,495.05,498.85,5740455,,,,,,
27-09-2004,496,497.35,491.7,495.4,3535910,,,,,,
28-09-2004,494.9,501.75,494,496.3,4873375,,,,,,
29-09-2004,497.2,516.5,493.8,514.3,8188668,,,,,,
30-09-2004,514,519.75,514,517.9,6072349,,,,,,
01-10-2004,518.1,535,512.25,533.25,6782434,,,,,,
04-10-2004,533,549.4,533,546.2,5706154,,,,,,
05-10-2004,546,547.8,537.3,539.9,3813992,,,,,,
06-10-2004,538.9,555.75,538.9,546.35,7394077,,,,,,
07-10-2004,549.9,564.4,547.25,558.8,6830670,,,,,,
08-10-2004,560,562.5,552.15,554.45,4085150,,,,,,
09-10-2004,556.8,559,552.1,553.75,648975,,,,,,
11-10-2004,555,558.25,545.05,546.9,2563259,,,,,,
12-10-2004,547,551.95,533.1,535.1,3993249,,,,,,
14-10-2004,537,545.9,533.7,542.9,4439281,,,,,,
15-10-2004,546.3,556.9,542.05,546.3,5812889,,,,,,
18-10-2004,549,555.5,546,550.7,4194218,,,,,,
19-10-2004,553.2,562.9,552,559.85,5507817,,,,,,
20-10-2004,567,567,546.65,548.15,7307776,,,,,,
21-10-2004,549.15,552.9,536.6,539.2,6138254,,,,,,
25-10-2004,540,544,534.2,536.8,8526352,,,,,,
26-10-2004,600,600,537.15,551.75,6395029,,,,,,
27-10-2004,552.55,554,538.2,540.6,10872643,,,,,,
28-10-2004,542.95,548.5,536.6,538.6,8429951,,,,,,
29-10-2004,541,544,527.25,529.15,5504459,,,,,,
01-11-2004,531.9,534.65,525.7,529.85,4894088,,,,,,
02-11-2004,534,545.5,534,543.4,5071120,,,,,,
03-11-2004,544.9,546.4,538.15,543.7,4442667,,,,,,
04-11-2004,554,587,536.2,537.3,6125154,,,,,,
05-11-2004,541,543.75,536.5,540.35,3169206,,,,,,
08-11-2004,544,549.35,541,542.35,4208643,,,,,,
09-11-2004,544.9,545.55,538.55,540,3224197,,,,,,
10-11-2004,541.6,546.5,541.6,544.35,3641603,,,,,,
11-11-2004,546.7,551.75,541.6,545.9,5725700,,,,,,
12-11-2004,550,551.95,541.5,545.55,1264067,,,,,,
16-11-2004,547,547,537.5,544.85,4899923,,,,,,
17-11-2004,546,548.85,541.25,543.75,3522004,,,,,,
18-11-2004,545,549.6,538.6,545.75,6923035,,,,,,
19-11-2004,535.5,543,523.25,527.35,8833904,,,,,,
22-11-2004,518.8,538.8,509,532.55,13544498,,,,,,
23-11-2004,533,535.4,522.1,528.3,8365725,,,,,,
24-11-2004,530,530,509.7,515.15,8224503,,,,,,
25-11-2004,510,523.35,500.1,503.35,17677183,,,,,,
29-11-2004,498,513,487,509.8,20340653,,,,,,
30-11-2004,512,523.7,511.1,517.05,11295390,,,,,,
01-12-2004,523,536.8,523,527.5,6203906,,,,,,
02-12-2004,531.1,544,525.1,542,10424103,,,,,,
03-12-2004,520.25,547.9,520.25,543.7,7448219,,,,,,
06-12-2004,544,547,528.65,530.95,5374142,,,,,,
07-12-2004,535.1,535.1,511.5,517.05,7591960,,,,,,
08-12-2004,521,525,506.05,507.8,7427583,,,,,,
09-12-2004,508.1,515,500,512.2,6742416,,,,,,
10-12-2004,513,513,495.65,499.2,9490211,,,,,,
13-12-2004,499,505,486.35,502.35,9825655,,,,,,
14-12-2004,502,508,496,505.8,6098934,,,,,,
15-12-2004,505.7,505.7,492.3,495.1,6972362,,,,,,
16-12-2004,495,496.95,488.05,491.1,7070852,,,,,,
17-12-2004,490,495.7,478.65,480.55,11503787,,,,,,
20-12-2004,485,488.7,472.1,480.65,21093705,,,,,,
21-12-2004,483.5,491.7,481.4,485,11010746,,,,,,
22-12-2004,487.95,498.8,485.05,495.05,9654627,,,,,,
23-12-2004,498.7,509.25,497.5,506.3,8663566,,,,,,
24-12-2004,515,525.7,510.35,523.4,9409228,,,,,,
27-12-2004,520,547,506.35,516.95,18636083,,,,,,
28-12-2004,519.95,529,518.6,527.55,7676579,,,,,,
29-12-2004,529.2,538.75,526.6,531.5,6930557,,,,,,
30-12-2004,534.05,538.85,521.2,523.1,6747019,,,,,,
31-12-2004,531.25,535.85,525.6,533.7,4782233,,,,,,
03-01-2005,539.4,545,533.8,543.85,6868471,,,,,,
04-01-2005,550,550,529.6,531.25,5258329,,,,,,
05-01-2005,526,533.45,516.15,529.95,8029644,,,,,,
06-01-2005,528,536.5,522.25,526.2,6567799,,,,,,
07-01-2005,535,547.7,527.55,542.25,7721496,,,,,,
10-01-2005,545.15,547.9,531.1,534.15,5334906,,,,,,
11-01-2005,535,535,523.1,525.75,4224467,,,,,,
12-01-2005,529,530,515.1,518.2,7463046,,,,,,
13-01-2005,525,525.75,518.5,520.1,5701722,,,,,,
14-01-2005,523.65,523.65,511.1,513.9,5021951,,,,,,
17-01-2005,515,518,504.4,511.55,5042715,,,,,,
18-01-2005,513.1,522.4,508.85,510.85,6375660,,,,,,
19-01-2005,514,518.4,511.2,513.7,3254090,,,,,,
20-01-2005,510.1,515,504.2,511.5,3663190,,,,,,
24-01-2005,513.5,521.35,505.6,506.7,6705592,,,,,,
25-01-2005,505.9,509.9,498.45,501.6,8209129,,,,,,
27-01-2005,505.1,513,503.7,506.1,6907925,,,,,,
28-01-2005,507,523.45,490,522.25,5674790,,,,,,
31-01-2005,525,534.5,522.7,532.3,6130579,,,,,,
01-02-2005,533.9,547,530.05,542.95,8016759,,,,,,
02-02-2005,544.2,547.35,530.2,533.55,4900179,,,,,,
03-02-2005,539.8,543.4,536,540.95,3296368,,,,,,
04-02-2005,544,545,532.4,537.15,3977210,,,,,,
07-02-2005,597.8,597.8,528.65,530.35,2583027,,,,,,
08-02-2005,532,536.75,529,533.8,3602698,,,,,,
09-02-2005,534.25,540.5,534.05,537.15,2583200,,,,,,
10-02-2005,537.9,544.7,531.85,542.5,3549816,,,,,,
11-02-2005,544.05,552,543.1,547.4,5562621,,,,,,
14-02-2005,551.9,553.25,538.85,543.55,3844535,,,,,,
15-02-2005,543.65,543.65,535.5,539.2,3379078,,,,,,
16-02-2005,539.05,543.9,532.1,535.05,3589822,,,,,,
17-02-2005,536,537.75,530.15,535.85,3365895,,,,,,
18-02-2005,536,542.8,531.1,534.2,4333745,,,,,,
21-02-2005,534.25,538.8,531.6,534.5,3352414,,,,,,
22-02-2005,534,541.35,532.05,539.55,4257283,,,,,,
23-02-2005,539.7,550,539.7,548.3,5568923,,,,,,
24-02-2005,550.3,553.5,545.6,547,4971064,,,,,,
25-02-2005,550,550.9,538.2,540.15,3983640,,,,,,
28-02-2005,540.2,560,535.85,556.25,7580763,,,,,,
01-03-2005,557.5,557.5,544.5,547.55,4874365,,,,,,
02-03-2005,547,551.95,544.55,549.65,5196032,,,,,,
03-03-2005,550.2,562.5,550.2,558.6,6489464,,,,,,
04-03-2005,559.55,573.4,559.55,572.05,8710667,,,,,,
07-03-2005,555.2,590.45,555.2,586.9,7251185,,,,,,
08-03-2005,588.8,593.65,582.2,591.1,7242982,,,,,,
09-03-2005,595.1,600.75,584.05,587.85,7616622,,,,,,
10-03-2005,588,597,584.5,594,5397416,,,,,,
11-03-2005,596,600.8,585.5,587.95,5910172,,,,,,
14-03-2005,587.3,591.9,576.05,579,3534086,,,,,,
15-03-2005,580,584.1,569.2,570.85,5005254,,,,,,
16-03-2005,571.05,577.8,567.6,574.3,4275833,,,,,,
17-03-2005,569,574.8,558.25,562.5,4647394,,,,,,
18-03-2005,560,573.9,555.15,571.85,4802555,,,,,,
21-03-2005,573,576.8,558,559.7,2731618,,,,,,
22-03-2005,559.1,560.6,541.1,544.7,4768019,,,,,,
23-03-2005,544,569.9,539.3,552.75,13640236,,,,,,
24-03-2005,555,567.4,555,560,8069883,,,,,,
28-03-2005,562,573.3,561.5,566.1,4037567,,,,,,
29-03-2005,567,567.9,545.1,549.15,4771867,,,,,,
30-03-2005,548,554.7,539.1,543.15,5789149,,,,,,
31-03-2005,545.1,553.4,543.55,546.05,6305110,,,,,,
01-04-2005,557,566.6,547.9,564.6,5027975,,,,,,
04-04-2005,567,568.55,559.1,565.05,3448867,,,,,,
05-04-2005,565.95,569.8,553.55,556.05,3895664,,,,,,
06-04-2005,558,572.9,558,571.6,4393667,,,,,,
07-04-2005,572.9,576.9,563.55,565.45,3651592,,,,,,
08-04-2005,567,568,553.4,556.85,3359996,,,,,,
11-04-2005,557,557,545,547.35,1865509,,,,,,
12-04-2005,548.2,552.35,545,548.7,3331744,,,,,,
13-04-2005,551,552.8,543,545.55,2069914,,,,,,
15-04-2005,543.9,543.9,526.05,529.75,3912912,,,,,,
18-04-2005,527,527,515,518.55,4456598,,,,,,
19-04-2005,524,530.5,512,514,3618427,,,,,,
20-04-2005,516.6,531.95,515.1,530.05,4341054,,,,,,
21-04-2005,528,546,525,542.9,6087464,,,,,,
22-04-2005,547,549.8,536.2,547.5,5567905,,,,,,
25-04-2005,545,548.8,539.55,546.7,3463076,,,,,,
26-04-2005,542,550.7,541.1,547.15,3871831,,,,,,
27-04-2005,555,559.5,533.3,539,13395995,,,,,,
28-04-2005,539.8,550,533.35,543.85,7511621,,,,,,
29-04-2005,550.2,550.2,525.1,528.05,3762517,,,,,,
02-05-2005,529.5,535.5,524.65,533.85,3072191,,,,,,
03-05-2005,533,543,525.55,540.95,3454317,,,,,,
04-05-2005,542,545,537,541.35,2098028,,,,,,
05-05-2005,542.75,547.4,539.2,541.15,1737052,,,,,,
06-05-2005,540,550.5,540,549.1,4635840,,,,,,
09-05-2005,549.25,554.95,546.2,553.4,3164957,,,,,,
10-05-2005,553.75,555.75,543.15,544.25,2272721,,,,,,
11-05-2005,542,547.45,539.65,542.5,3128737,,,,,,
12-05-2005,539.9,541.4,534.65,539.05,3689457,,,,,,
13-05-2005,538.5,539,534,536.25,1774336,,,,,,
16-05-2005,537.5,543.65,537.5,540.25,2412883,,,,,,
17-05-2005,542,543.7,524.95,525.95,3605609,,,,,,
18-05-2005,528,531.6,523.1,529.6,4470270,,,,,,
19-05-2005,531,535,522.65,524.3,3029203,,,,,,
20-05-2005,525,526.9,515.6,520.45,4235432,,,,,,
23-05-2005,524,532.95,522,531.15,2051339,,,,,,
24-05-2005,533.15,535.75,526.6,531,3664809,,,,,,
25-05-2005,528,534,525.5,530.65,4031194,,,,,,
26-05-2005,531,533.5,526.55,530.4,7769559,,,,,,
27-05-2005,531.1,539.4,529.35,531.25,4193107,,,,,,
30-05-2005,531.5,534.7,525,526.8,2282045,,,,,,
31-05-2005,527,537.9,524.4,535,5421328,,,,,,
01-06-2005,538,544.2,536,541,4406235,,,,,,
02-06-2005,544,545.3,528.55,529.85,3829036,,,,,,
03-06-2005,528,555.8,528,553.15,9390410,,,,,,
04-06-2005,556,562.7,551.05,555.2,4034661,,,,,,
06-06-2005,554,566.1,549,552.3,6259593,,,,,,
07-06-2005,552,555.8,545,547.85,4210618,,,,,,
08-06-2005,551.3,560,550,558.45,5176615,,,,,,
09-06-2005,560.8,563.75,556.7,559.05,4048621,,,,,,
10-06-2005,561,569.4,561,566.55,6310394,,,,,,
13-06-2005,566.9,599.9,560.65,569.6,3260828,,,,,,
14-06-2005,571,575,564.8,574.05,3311105,,,,,,
15-06-2005,567.75,577,567.75,574.95,3469660,,,,,,
16-06-2005,577,595,576,590.25,8227646,,,,,,
17-06-2005,590,605.55,584,600.25,9028624,,,,,,
20-06-2005,625,645.7,616.35,630.5,24100425,,,,,,
21-06-2005,632,648,621,646.15,16475825,,,,,,
22-06-2005,643,660,642,654.55,12836742,,,,,,
23-06-2005,654.2,655.05,646.7,650.6,6411276,,,,,,
24-06-2005,649,658.5,643.05,654.65,6446770,,,,,,
27-06-2005,648,675,645.25,648.65,12441700,,,,,,
28-06-2005,670,670,627.15,629.55,10011559,,,,,,
29-06-2005,634,647,632.7,641.85,8831638,,,,,,
30-06-2005,648,653.15,636.65,642.55,7195559,,,,,,
01-07-2005,643,645,637.55,640.1,3513766,,,,,,
04-07-2005,642,649.5,639,644.4,3814948,,,,,,
05-07-2005,644,648,636.45,638.05,4700583,,,,,,
06-07-2005,637.35,647,637.35,645.2,3357409,,,,,,
07-07-2005,641.4,641.4,609.3,613.95,8735824,,,,,,
08-07-2005,628,628,615,620.3,5541157,,,,,,
11-07-2005,618.15,636,618.15,633.9,4123835,,,,,,
12-07-2005,634.9,644,630.55,638.3,5132947,,,,,,
13-07-2005,640,641.4,629.1,630.95,2739244,,,,,,
14-07-2005,631.65,646.85,621.1,641.5,8425709,,,,,,
15-07-2005,643,670,643,666.65,7099154,,,,,,
18-07-2005,667,672.85,658.2,661.8,7839312,,,,,,
19-07-2005,664,671.8,661.1,664.65,5288380,,,,,,
20-07-2005,666,683,666,679.1,5825914,,,,,,
21-07-2005,676,686.3,670.65,678.25,4972401,,,,,,
22-07-2005,680,691.4,678.15,689.55,3826622,,,,,,
25-07-2005,691.4,695.7,684.6,687.55,5505138,,,,,,
26-07-2005,685,692.4,680.2,691.15,4407445,,,,,,
27-07-2005,692.5,704.9,689.4,698.85,7561778,,,,,,
29-07-2005,698,711.9,693,703.35,7613858,,,,,,
01-08-2005,703,709.9,696.5,707.75,4456070,,,,,,
02-08-2005,711.9,746.45,711,741.45,9092585,,,,,,
03-08-2005,759.8,759.9,710.65,714.5,26136379,,,,,,
04-08-2005,717,755.65,717,729.2,14466212,,,,,,
05-08-2005,730,739.9,722.35,725.75,8039641,,,,,,
08-08-2005,749.8,799,707.1,711.3,11115184,,,,,,
09-08-2005,714,724.8,702.6,707.65,8903267,,,,,,
10-08-2005,719.7,722.65,709.2,719.45,7302607,,,,,,
11-08-2005,722.65,729.5,713,717.6,6610025,,,,,,
12-08-2005,719.8,722.7,702.15,704.2,6459920,,,,,,
16-08-2005,704.5,710,697.1,699.8,5203768,,,,,,
17-08-2005,700,718,695,714.95,6998309,,,,,,
18-08-2005,720,744,705.25,708.35,8674278,,,,,,
19-08-2005,750,750,703.15,705.75,6480313,,,,,,
22-08-2005,709.7,713.6,694.6,699.3,5069105,,,,,,
23-08-2005,705,706.5,683.05,685.15,6610919,,,,,,
24-08-2005,687,697,683.1,694.85,6916076,,,,,,
25-08-2005,699.5,700.8,692.95,696.35,7201850,,,,,,
26-08-2005,699.45,703.9,693.6,698.75,3624522,,,,,,
29-08-2005,706,725,693.05,700.35,4568030,,,,,,
30-08-2005,703,709.8,699.05,707.6,4498578,,,,,,
31-08-2005,712,723.75,708.25,719.4,6712154,,,,,,
01-09-2005,719,729.45,719,726.7,5338618,,,,,,
02-09-2005,725,732.6,720.1,730.5,4968560,,,,,,
05-09-2005,732,737.3,728.2,730.35,3729150,,,,,,
06-09-2005,730,734.9,725.5,728.9,3100515,,,,,,
08-09-2005,734,745.5,733.35,738.65,5309545,,,,,,
09-09-2005,740,745,734.6,741.65,4094641,,,,,,
12-09-2005,745.25,753.9,744.15,752.5,3770214,,,,,,
13-09-2005,753,759.45,749.95,752.3,5456619,,,,,,
14-09-2005,750,756,736.55,740.95,4240354,,,,,,
15-09-2005,741.5,763.95,735.1,760.8,5435200,,,,,,
16-09-2005,763.95,767.85,755.95,764.05,3903180,,,,,,
19-09-2005,774.4,840,758,764.2,3850409,,,,,,
20-09-2005,765,781,756,777.95,9665891,,,,,,
21-09-2005,780,785,750,782.25,11453566,,,,,,
22-09-2005,784,784,750,754.45,8411554,,,,,,
23-09-2005,768,768,739.1,747.75,10567094,,,,,,
26-09-2005,750,783.5,750,780.25,6457657,,,,,,
27-09-2005,789.9,796,780.05,788,7123069,,,,,,
28-09-2005,790,803.65,785,800.45,6978287,,,,,,
29-09-2005,800,813.4,800,808.3,7138866,,,,,,
30-09-2005,806,809.9,781,793.55,8637061,,,,,,
03-10-2005,785,802.8,785,794.25,4808345,,,,,,
04-10-2005,796,808.9,794.3,806.65,4333679,,,,,,
05-10-2005,808,809.9,798.05,802.05,3850439,,,,,,
06-10-2005,800,800,786.9,790.85,5972187,,,,,,
07-10-2005,794.95,794.95,775.7,788.4,7983593,,,,,,
10-10-2005,789,792.9,780.3,782.95,3714985,,,,,,
11-10-2005,787,790.8,772,788.8,3792221,,,,,,
13-10-2005,785.7,792.9,773.1,775.25,6041247,,,,,,
14-10-2005,775,777.4,761.5,763.85,7304047,,,,,,
17-10-2005,777.4,779.8,759.05,771,6224636,,,,,,
18-10-2005,777.35,781.4,748.5,756.45,6281160,,,,,,
19-10-2005,750.15,757.8,735,747.3,8752227,,,,,,
20-10-2005,755,765.9,737.05,748.15,7606407,,,,,,
21-10-2005,754,773,743.25,771.2,9503506,,,,,,
24-10-2005,770.2,775.45,754,757.1,4880214,,,,,,
25-10-2005,761.05,779.4,760.05,767.6,5018390,,,,,,
26-10-2005,769.9,774.9,761.35,763.55,4221317,,,,,,
27-10-2005,766,769.8,745.15,750.3,10620859,,,,,,
28-10-2005,755,758.65,737.5,741.6,6151358,,,,,,
31-10-2005,737.5,764.9,737.5,762.5,4756595,,,,,,
01-11-2005,777,779.9,762.25,766.2,1681989,,,,,,
02-11-2005,763.75,779.4,756.75,777.7,5151546,,,,,,
07-11-2005,764.9,790.7,764.9,788,5107087,,,,,,
08-11-2005,795,795,782.5,790.45,4346779,,,,,,
09-11-2005,792,800.9,787.1,791.15,4251918,,,,,,
10-11-2005,793.4,795.35,783.1,785.7,3218286,,,,,,
11-11-2005,787,804.25,787,795.4,5028746,,,,,,
14-11-2005,795,803,786.1,798.45,3211746,,,,,,
16-11-2005,801,819,801,817.45,5774378,,,,,,
17-11-2005,735,831.95,735,829.3,5972178,,,,,,
18-11-2005,831.95,835,823.6,826.15,3716134,,,,,,
21-11-2005,826,833.85,820.8,829.05,5147798,,,,,,
22-11-2005,829.6,838.95,815,819.3,6855478,,,,,,
23-11-2005,821,833.9,818.65,832,5759902,,,,,,
24-11-2005,833,848.4,833,844.1,5858457,,,,,,
25-11-2005,846,846,836.35,842.65,4698762,,,,,,
26-11-2005,844,848,842.15,845.9,791677,,,,,,
28-11-2005,846,850,842.75,847.9,3755074,,,,,,
29-11-2005,849.2,865.85,840.6,848.15,8083545,,,,,,
30-11-2005,850.2,855.45,829.1,832.7,6347408,,,,,,
01-12-2005,833,843.3,830.25,839.55,6078658,,,,,,
02-12-2005,842,849.2,835,839.4,4049241,,,,,,
05-12-2005,847,851.9,836,840.25,3841846,,,,,,
06-12-2005,842,846.8,830,836.75,5034572,,,,,,
07-12-2005,840,849.9,829,843.45,5278514,,,,,,
08-12-2005,850,852.2,835.25,846.15,4734900,,,,,,
09-12-2005,840,864.9,840,863.35,6477762,,,,,,
12-12-2005,866.1,873.4,860.05,863.2,2668744,,,,,,
13-12-2005,865.9,874.5,859.3,871.6,4009892,,,,,,
14-12-2005,870.15,873.4,856,861.95,3952919,,,,,,
15-12-2005,864,864.9,839.1,845.25,5272788,,,,,,
16-12-2005,850,854,842.1,849.35,4827054,,,,,,
19-12-2005,854,861.5,854,857.15,2442801,,,,,,
20-12-2005,859.8,866.7,852.25,854.55,3623424,,,,,,
21-12-2005,856.1,863.4,849.05,860.15,3759130,,,,,,
22-12-2005,864,869.75,853.2,855.95,5728800,,,,,,
23-12-2005,855,860,840.2,842.9,5808569,,,,,,
26-12-2005,840,841.9,827,832.7,5323102,,,,,,
27-12-2005,835,869.9,828.15,866.9,5892643,,,,,,
28-12-2005,870,889.9,868,872.5,10837449,,,,,,
29-12-2005,868,895,868,891.1,9084303,,,,,,
30-12-2005,898,900.85,885.25,889.3,4947825,,,,,,
02-01-2006,893,902,890.15,897.85,3661821,,,,,,
03-01-2006,899.5,923.9,896,920,4904724,,,,,,
04-01-2006,921,936,920,929.85,4320968,,,,,,
05-01-2006,933,936,920,921.7,5308620,,,,,,
06-01-2006,921.7,931.45,913.1,920.7,6359000,,,,,,
09-01-2006,923,925.5,906.2,910.15,6239710,,,,,,
10-01-2006,909,910,888.25,894.1,9600147,,,,,,
12-01-2006,863.1,897,863.1,886.85,19677679,,,,,,
13-01-2006,889.95,897,883.05,885.15,10131698,,,,,,
16-01-2006,888,888,864.2,872.95,15377084,,,,,,
17-01-2006,875.25,937,872.05,928.5,45149329,,,,,,
18-01-2006,580.1,727.4,580.1,693.7,61000245,,,,,,
19-01-2006,700,729.65,691.4,704.5,10171960,,,,,,
20-01-2006,707,709.4,702,704.2,3859831,,,,,,
23-01-2006,702,706,694,702.35,4174933,,,,,,
24-01-2006,710,714,688.95,693.45,11312904,,,,,,
25-01-2006,696,699.8,685,688.4,13377596,,,,,,
27-01-2006,694.9,703.2,694.8,698.65,6279370,,,,,,
30-01-2006,700,718.2,700,711.05,7256981,,,,,,
31-01-2006,708.4,719.8,708.4,713.9,6209049,,,,,,
01-02-2006,714.6,718.8,701,704.8,4938137,,,,,,
02-02-2006,709.9,715.9,701,708.65,5022425,,,,,,
03-02-2006,707,707,695,696.6,3429300,,,,,,
06-02-2006,695,722.75,683.5,720.35,9525852,,,,,,
07-02-2006,720.55,723.5,706.5,720.55,6801747,,,,,,
08-02-2006,719.95,722,714,716.5,6750630,,,,,,
10-02-2006,715,723.55,715,719.6,5166270,,,,,,
13-02-2006,715,721,715,716.8,3170840,,,,,,
14-02-2006,715,724.35,712.1,714.2,6607308,,,,,,
15-02-2006,712.1,718.9,696.5,701.8,7659167,,,,,,
16-02-2006,701.8,709.4,694.05,697.05,4058936,,,,,,
17-02-2006,703,707.5,690,693.15,4632076,,,,,,
20-02-2006,694,703.45,689,702.05,3226110,,,,,,
21-02-2006,702.05,706,694.3,697.75,3360389,,,,,,
22-02-2006,699.25,705.5,698,703.95,2935983,,,,,,
23-02-2006,705,706.85,695.05,700.35,6211541,,,,,,
24-02-2006,702,707.4,699,702.85,2401313,,,,,,
27-02-2006,703,705.85,697,700.1,5398936,,,,,,
28-02-2006,703.75,714.9,695.3,708.85,7720791,,,,,,
01-03-2006,708,713.9,702.1,708.25,4523549,,,,,,
02-03-2006,710,719,707,713.15,3821962,,,,,,
03-03-2006,715,718,708.25,715.75,4185425,,,,,,
06-03-2006,717,733.9,717,732.2,6130529,,,,,,
07-03-2006,733.3,740,729,732.5,5395169,,,,,,
08-03-2006,733,733,711.65,719.9,7028288,,,,,,
09-03-2006,724,728.7,711.5,726.75,4618646,,,,,,
10-03-2006,731,737.9,727.15,731.45,3455455,,,,,,
13-03-2006,731.5,741.25,731,735.35,3966001,,,,,,
14-03-2006,734,746.5,729.15,742.5,3737688,,,,,,
16-03-2006,745,770,742.5,768.5,8821809,,,,,,
17-03-2006,770,781.95,763.1,775.05,6390433,,,,,,
20-03-2006,776.7,780,770.5,778.05,2482378,,,,,,
21-03-2006,780,795,774.5,780.45,4370763,,,,,,
22-03-2006,782.95,786.5,758.6,772.5,5109676,,,,,,
23-03-2006,781.5,784.45,768.65,777.35,3868446,,,,,,
24-03-2006,776,785,776,782.2,2825935,,,,,,
27-03-2006,786,797.7,786,794.35,3052370,,,,,,
28-03-2006,795,797,787.6,790.85,1832302,,,,,,
29-03-2006,796,797.8,787.25,793.75,1847797,,,,,,
30-03-2006,796,806.9,788,795.7,3259099,,,,,,
31-03-2006,799.95,808,788,795.35,8352073,,,,,,
03-04-2006,801,833,801,828.8,5031936,,,,,,
04-04-2006,831,843,830.05,836.75,3929854,,,,,,
05-04-2006,843,845,835,840.5,4564004,,,,,,
07-04-2006,844.5,846.3,829.65,833.45,4241119,,,,,,
10-04-2006,833,841.7,824.15,836.25,4603751,,,,,,
12-04-2006,835.1,858.7,821.1,828.75,9379270,,,,,,
13-04-2006,830,852.9,827.2,846.5,8754381,,,,,,
17-04-2006,850,857,846.1,851.45,2983707,,,,,,
18-04-2006,853.8,895.75,853.8,891.3,8211163,,,,,,
19-04-2006,898.9,932,894,921.8,10659773,,,,,,
20-04-2006,935,999.7,935,992.55,14912419,,,,,,
21-04-2006,1000,1008,953.5,974.95,8650976,,,,,,
24-04-2006,975,999.5,966,977.2,6676696,,,,,,
25-04-2006,977.5,985,951,955.1,3524708,,,,,,
26-04-2006,960,982,952.15,978.65,4795378,,,,,,
27-04-2006,982,1050,982,997.95,9853311,,,,,,
28-04-2006,985,1011,971,1008.9,6259209,,,,,,
29-04-2006,1006.6,1030,1006.6,1022.95,1178831,,,,,,
02-05-2006,1025,1042.9,1024,1031.15,3045647,,,,,,
03-05-2006,1031.2,1042,1021.1,1035.55,2673389,,,,,,
04-05-2006,1042,1120.8,1040,1080.2,14186838,,,,,,
05-05-2006,1083.7,1109,1082,1099.25,5974599,,,,,,
08-05-2006,1115,1169,1112,1155,7762822,,,,,,
09-05-2006,1160,1169.7,1136,1154.1,7244226,,,,,,
10-05-2006,1160,1175,1137.25,1169.8,10202815,,,,,,
11-05-2006,1175,1184.4,1101,1110.25,12118649,,,,,,
12-05-2006,1120.55,1120.55,1057,1066.85,8558303,,,,,,
15-05-2006,1070,1070,1011.55,1021.65,9724804,,,,,,
16-05-2006,1024.95,1054.9,976,1043.7,12525373,,,,,,
17-05-2006,1069.2,1091.95,1055,1086.2,5845869,,,,,,
18-05-2006,1065,1069.8,992.5,1004.8,9549377,,,,,,
19-05-2006,1010,1060,961.5,978.1,13997755,,,,,,
22-05-2006,995,999,840,929.4,12911483,,,,,,
23-05-2006,939,980,921.2,967.1,8397857,,,,,,
24-05-2006,972,972,865,938.55,11456992,,,,,,
25-05-2006,944.4,962,922.5,950,9098194,,,,,,
26-05-2006,960,991.8,952.55,958.5,6631388,,,,,,
29-05-2006,962,978,951,955.95,3726526,,,,,,
30-05-2006,959.7,977.5,945,954.95,3546189,,,,,,
31-05-2006,938,962.9,912,954.15,9106430,,,,,,
01-06-2006,965,965,925,925.35,8935806,,,,,,
02-06-2006,930,962,925.05,958.1,5698370,,,,,,
05-06-2006,962,970.7,925.05,925.35,5848259,,,,,,
06-06-2006,920,925,900,906.5,8414949,,,,,,
07-06-2006,905,920,878.85,893,11521168,,,,,,
08-06-2006,881.1,885,807,825.7,11944784,,,,,,
09-06-2006,815,929.2,815,922.75,11297369,,,,,,
12-06-2006,918,948,893.3,901.05,7039646,,,,,,
13-06-2006,890,890,851,858.65,7244040,,,,,,
14-06-2006,865,893,843.2,858.45,8583434,,,,,,
15-06-2006,877,900,872.5,895.35,6000097,,,,,,
16-06-2006,908,945,908,921.6,6956151,,,,,,
19-06-2006,918,940,903,933.7,4003171,,,,,,
20-06-2006,930,936,916,925,4529902,,,,,,
21-06-2006,930,968.5,918,964.15,6496928,,,,,,
22-06-2006,970,993.4,967.2,975.1,4852544,,,,,,
23-06-2006,968,1016.5,952.1,1011.9,6031015,,,,,,
25-06-2006,1010,1024,1002.1,1007.2,835543,,,,,,
